Orthogroup	C_sinensis_GCF_004153795.1_AHAU_CSS_1_protein	ptanmaker17.all.maker.proteins	uniprot-monotropa+hypopitys	uniprot-vaccinium+corymbosum	Total
OG0010150	1	1	0	0	2
OG0010151	1	1	0	0	2
OG0010152	2	0	0	0	2
OG0010153	1	1	0	0	2
OG0010154	2	0	0	0	2
OG0010155	2	0	0	0	2
OG0010156	1	1	0	0	2
OG0010157	1	1	0	0	2
OG0010158	1	1	0	0	2
OG0010159	2	0	0	0	2
OG0010160	2	0	0	0	2
OG0010161	2	0	0	0	2
OG0010162	2	0	0	0	2
OG0010163	2	0	0	0	2
OG0010164	2	0	0	0	2
OG0010165	2	0	0	0	2
OG0010166	1	1	0	0	2
OG0010167	1	1	0	0	2
OG0010168	1	1	0	0	2
OG0010169	2	0	0	0	2
OG0010170	1	1	0	0	2
OG0010171	2	0	0	0	2
OG0010172	1	1	0	0	2
OG0010173	1	1	0	0	2
OG0010174	2	0	0	0	2
OG0010175	1	1	0	0	2
OG0010176	2	0	0	0	2
OG0010177	1	1	0	0	2
OG0010178	2	0	0	0	2
OG0010179	1	0	0	1	2
OG0010180	2	0	0	0	2
OG0010181	1	1	0	0	2
OG0010182	1	1	0	0	2
OG0010183	1	1	0	0	2
OG0010184	2	0	0	0	2
OG0010185	2	0	0	0	2
OG0010186	2	0	0	0	2
OG0010187	1	1	0	0	2
OG0010188	2	0	0	0	2
OG0010189	2	0	0	0	2
OG0010190	2	0	0	0	2
OG0010191	2	0	0	0	2
OG0010192	1	1	0	0	2
OG0010193	2	0	0	0	2
OG0010194	2	0	0	0	2
OG0010195	1	1	0	0	2
OG0010196	2	0	0	0	2
OG0010197	2	0	0	0	2
OG0010198	2	0	0	0	2
OG0010199	1	1	0	0	2
OG0010200	1	1	0	0	2
OG0010201	1	1	0	0	2
OG0010202	2	0	0	0	2
OG0010203	2	0	0	0	2
OG0010204	2	0	0	0	2
OG0010205	2	0	0	0	2
OG0010206	1	1	0	0	2
OG0010207	1	1	0	0	2
OG0010208	1	1	0	0	2
OG0010209	1	1	0	0	2
OG0010210	1	1	0	0	2
OG0010211	2	0	0	0	2
OG0010212	1	1	0	0	2
OG0010213	2	0	0	0	2
OG0010214	1	1	0	0	2
OG0010215	2	0	0	0	2
OG0010216	1	1	0	0	2
OG0010217	1	1	0	0	2
OG0010218	2	0	0	0	2
OG0010219	2	0	0	0	2
OG0010220	1	1	0	0	2
OG0010221	2	0	0	0	2
OG0010222	1	1	0	0	2
OG0010223	2	0	0	0	2
OG0010224	1	1	0	0	2
OG0010225	2	0	0	0	2
OG0010226	2	0	0	0	2
OG0010227	1	1	0	0	2
OG0010228	2	0	0	0	2
OG0010229	1	1	0	0	2
OG0010230	1	1	0	0	2
OG0010231	2	0	0	0	2
OG0010232	1	1	0	0	2
OG0010233	2	0	0	0	2
OG0010234	2	0	0	0	2
OG0010235	2	0	0	0	2
OG0010236	2	0	0	0	2
OG0010237	2	0	0	0	2
OG0010238	2	0	0	0	2
OG0010239	1	1	0	0	2
OG0010240	1	1	0	0	2
OG0010241	1	1	0	0	2
OG0010242	1	1	0	0	2
OG0010243	2	0	0	0	2
OG0010244	2	0	0	0	2
OG0010245	2	0	0	0	2
OG0010246	1	1	0	0	2
OG0010247	2	0	0	0	2
OG0010248	2	0	0	0	2
OG0010249	2	0	0	0	2
OG0010250	1	1	0	0	2
OG0010251	2	0	0	0	2
OG0010252	1	1	0	0	2
OG0010253	2	0	0	0	2
OG0010254	1	1	0	0	2
OG0010255	1	1	0	0	2
OG0010256	2	0	0	0	2
OG0010257	2	0	0	0	2
OG0010258	1	1	0	0	2
OG0010259	1	1	0	0	2
OG0010260	2	0	0	0	2
OG0010261	2	0	0	0	2
OG0010262	1	1	0	0	2
OG0010263	2	0	0	0	2
OG0010264	2	0	0	0	2
OG0010265	1	1	0	0	2
OG0010266	2	0	0	0	2
OG0010267	2	0	0	0	2
OG0010268	2	0	0	0	2
OG0010269	2	0	0	0	2
OG0010270	1	1	0	0	2
OG0010271	2	0	0	0	2
OG0010272	2	0	0	0	2
OG0010273	2	0	0	0	2
OG0010274	2	0	0	0	2
OG0010275	1	1	0	0	2
OG0010276	1	1	0	0	2
OG0010277	2	0	0	0	2
OG0010278	2	0	0	0	2
OG0010279	1	0	0	1	2
OG0010280	1	1	0	0	2
OG0010281	2	0	0	0	2
OG0010282	2	0	0	0	2
OG0010283	1	1	0	0	2
OG0010284	2	0	0	0	2
OG0010285	2	0	0	0	2
OG0010286	2	0	0	0	2
OG0010287	1	1	0	0	2
OG0010288	1	1	0	0	2
OG0010289	2	0	0	0	2
OG0010290	1	1	0	0	2
OG0010291	2	0	0	0	2
OG0010292	1	1	0	0	2
OG0010293	1	1	0	0	2
OG0010294	1	1	0	0	2
OG0010295	2	0	0	0	2
OG0010296	1	1	0	0	2
OG0010297	2	0	0	0	2
OG0010298	2	0	0	0	2
OG0010299	2	0	0	0	2
OG0010300	2	0	0	0	2
OG0010301	2	0	0	0	2
OG0010302	2	0	0	0	2
OG0010303	2	0	0	0	2
OG0010304	2	0	0	0	2
OG0010305	2	0	0	0	2
OG0010306	2	0	0	0	2
OG0010307	2	0	0	0	2
OG0010308	2	0	0	0	2
OG0010309	1	1	0	0	2
OG0010310	2	0	0	0	2
OG0010311	2	0	0	0	2
OG0010312	2	0	0	0	2
OG0010313	2	0	0	0	2
OG0010314	1	1	0	0	2
OG0010315	1	1	0	0	2
OG0010316	2	0	0	0	2
OG0010317	1	1	0	0	2
OG0010318	2	0	0	0	2
OG0010319	2	0	0	0	2
OG0010320	1	1	0	0	2
OG0010321	2	0	0	0	2
OG0010322	1	1	0	0	2
OG0010323	2	0	0	0	2
OG0010324	2	0	0	0	2
OG0010325	1	1	0	0	2
OG0010326	2	0	0	0	2
OG0010327	1	1	0	0	2
OG0010328	1	1	0	0	2
OG0010329	1	1	0	0	2
OG0010330	2	0	0	0	2
OG0010331	1	1	0	0	2
OG0010332	1	1	0	0	2
OG0010333	1	1	0	0	2
OG0010334	2	0	0	0	2
OG0010335	2	0	0	0	2
OG0010336	2	0	0	0	2
OG0010337	2	0	0	0	2
OG0010338	1	1	0	0	2
OG0010339	1	1	0	0	2
OG0010340	2	0	0	0	2
OG0010341	1	1	0	0	2
OG0010342	2	0	0	0	2
OG0010343	1	1	0	0	2
OG0010344	2	0	0	0	2
OG0010345	1	1	0	0	2
OG0010346	2	0	0	0	2
OG0010347	2	0	0	0	2
OG0010348	2	0	0	0	2
OG0010349	2	0	0	0	2
OG0010350	2	0	0	0	2
OG0010351	1	1	0	0	2
OG0010352	2	0	0	0	2
OG0010353	2	0	0	0	2
OG0010354	2	0	0	0	2
OG0010355	2	0	0	0	2
OG0010356	1	1	0	0	2
OG0010357	1	1	0	0	2
OG0010358	2	0	0	0	2
OG0010359	2	0	0	0	2
OG0010360	2	0	0	0	2
OG0010361	1	1	0	0	2
OG0010362	1	1	0	0	2
OG0010363	1	1	0	0	2
OG0010364	2	0	0	0	2
OG0010365	2	0	0	0	2
OG0010366	1	1	0	0	2
OG0010367	1	1	0	0	2
OG0010368	2	0	0	0	2
OG0010369	1	1	0	0	2
OG0010370	1	1	0	0	2
OG0010371	1	1	0	0	2
OG0010372	2	0	0	0	2
OG0010373	2	0	0	0	2
OG0010374	2	0	0	0	2
OG0010375	1	1	0	0	2
OG0010376	2	0	0	0	2
OG0010377	1	1	0	0	2
OG0010378	2	0	0	0	2
OG0010379	1	1	0	0	2
OG0010380	2	0	0	0	2
OG0010381	1	1	0	0	2
OG0010382	2	0	0	0	2
OG0010383	1	1	0	0	2
OG0010384	2	0	0	0	2
OG0010385	2	0	0	0	2
OG0010386	1	1	0	0	2
OG0010387	2	0	0	0	2
OG0010388	1	1	0	0	2
OG0010389	2	0	0	0	2
OG0010390	1	1	0	0	2
OG0010391	2	0	0	0	2
OG0010392	2	0	0	0	2
OG0010393	2	0	0	0	2
OG0010394	1	1	0	0	2
OG0010395	2	0	0	0	2
OG0010396	2	0	0	0	2
OG0010397	1	1	0	0	2
OG0010398	2	0	0	0	2
OG0010399	2	0	0	0	2
OG0010400	1	1	0	0	2
OG0010401	2	0	0	0	2
OG0010402	1	1	0	0	2
OG0010403	1	1	0	0	2
OG0010404	1	1	0	0	2
OG0010405	2	0	0	0	2
OG0010406	2	0	0	0	2
OG0010407	1	1	0	0	2
OG0010408	2	0	0	0	2
OG0010409	2	0	0	0	2
OG0010410	2	0	0	0	2
OG0010411	2	0	0	0	2
OG0010412	2	0	0	0	2
OG0010413	2	0	0	0	2
OG0010414	1	1	0	0	2
OG0010415	2	0	0	0	2
OG0010416	2	0	0	0	2
OG0010417	2	0	0	0	2
OG0010418	2	0	0	0	2
OG0010419	2	0	0	0	2
OG0010420	1	1	0	0	2
OG0010421	1	1	0	0	2
OG0010422	2	0	0	0	2
OG0010423	1	1	0	0	2
OG0010424	1	1	0	0	2
OG0010425	1	1	0	0	2
OG0010426	2	0	0	0	2
OG0010427	2	0	0	0	2
OG0010428	1	1	0	0	2
OG0010429	2	0	0	0	2
OG0010430	2	0	0	0	2
OG0010431	1	1	0	0	2
OG0010432	2	0	0	0	2
OG0010433	1	1	0	0	2
OG0010434	2	0	0	0	2
OG0010435	1	1	0	0	2
OG0010436	1	1	0	0	2
OG0010437	2	0	0	0	2
OG0010438	1	1	0	0	2
OG0010439	1	1	0	0	2
OG0010440	2	0	0	0	2
OG0010441	2	0	0	0	2
OG0010442	2	0	0	0	2
OG0010443	1	1	0	0	2
OG0010444	1	1	0	0	2
OG0010445	1	1	0	0	2
OG0010446	2	0	0	0	2
OG0010447	2	0	0	0	2
OG0010448	2	0	0	0	2
OG0010449	2	0	0	0	2
OG0010450	2	0	0	0	2
OG0010451	1	1	0	0	2
OG0010452	2	0	0	0	2
OG0010453	1	1	0	0	2
OG0010454	1	1	0	0	2
OG0010455	1	1	0	0	2
OG0010456	1	1	0	0	2
OG0010457	2	0	0	0	2
OG0010458	1	1	0	0	2
OG0010459	1	1	0	0	2
OG0010460	2	0	0	0	2
OG0010461	2	0	0	0	2
OG0010462	1	1	0	0	2
OG0010463	1	1	0	0	2
OG0010464	1	1	0	0	2
OG0010465	2	0	0	0	2
OG0010466	2	0	0	0	2
OG0010467	1	1	0	0	2
OG0010468	2	0	0	0	2
OG0010469	1	1	0	0	2
OG0010470	2	0	0	0	2
OG0010471	1	1	0	0	2
OG0010472	2	0	0	0	2
OG0010473	2	0	0	0	2
OG0010474	2	0	0	0	2
OG0010475	1	1	0	0	2
OG0010476	1	0	0	1	2
OG0010477	2	0	0	0	2
OG0010478	2	0	0	0	2
OG0010479	2	0	0	0	2
OG0010480	2	0	0	0	2
OG0010481	1	1	0	0	2
OG0010482	2	0	0	0	2
OG0010483	1	1	0	0	2
OG0010484	2	0	0	0	2
OG0010485	2	0	0	0	2
OG0010486	2	0	0	0	2
OG0010487	1	1	0	0	2
OG0010488	2	0	0	0	2
OG0010489	2	0	0	0	2
OG0010490	1	1	0	0	2
OG0010491	1	1	0	0	2
OG0010492	1	1	0	0	2
OG0010493	2	0	0	0	2
OG0010494	2	0	0	0	2
OG0010495	2	0	0	0	2
OG0010496	1	1	0	0	2
OG0010497	2	0	0	0	2
OG0010498	2	0	0	0	2
OG0010499	1	1	0	0	2
OG0010500	1	1	0	0	2
OG0010501	2	0	0	0	2
OG0010502	2	0	0	0	2
OG0010503	1	1	0	0	2
OG0010504	1	1	0	0	2
OG0010505	1	1	0	0	2
OG0010506	1	1	0	0	2
OG0010507	2	0	0	0	2
OG0010508	2	0	0	0	2
OG0010509	2	0	0	0	2
OG0010510	2	0	0	0	2
OG0010511	1	1	0	0	2
OG0010512	2	0	0	0	2
OG0010513	1	1	0	0	2
OG0010514	2	0	0	0	2
OG0010515	1	0	0	1	2
OG0010516	2	0	0	0	2
OG0010517	2	0	0	0	2
OG0010518	2	0	0	0	2
OG0010519	2	0	0	0	2
OG0010520	2	0	0	0	2
OG0010521	2	0	0	0	2
OG0010522	2	0	0	0	2
OG0010523	1	1	0	0	2
OG0010524	2	0	0	0	2
OG0010525	2	0	0	0	2
OG0010526	1	1	0	0	2
OG0010527	2	0	0	0	2
OG0010528	1	1	0	0	2
OG0010529	1	1	0	0	2
OG0010530	2	0	0	0	2
OG0010531	2	0	0	0	2
OG0010532	1	1	0	0	2
OG0010533	1	1	0	0	2
OG0010534	1	1	0	0	2
OG0010535	2	0	0	0	2
OG0010536	2	0	0	0	2
OG0010537	1	1	0	0	2
OG0010538	1	1	0	0	2
OG0010539	2	0	0	0	2
OG0010540	2	0	0	0	2
OG0010541	1	1	0	0	2
OG0010542	2	0	0	0	2
OG0010543	2	0	0	0	2
OG0010544	1	1	0	0	2
OG0010545	2	0	0	0	2
OG0010546	2	0	0	0	2
OG0010547	2	0	0	0	2
OG0010548	1	1	0	0	2
OG0010549	2	0	0	0	2
OG0010550	2	0	0	0	2
OG0010551	2	0	0	0	2
OG0010552	2	0	0	0	2
OG0010553	2	0	0	0	2
OG0010554	2	0	0	0	2
OG0010555	2	0	0	0	2
OG0010556	2	0	0	0	2
OG0010557	2	0	0	0	2
OG0010558	1	1	0	0	2
OG0010559	2	0	0	0	2
OG0010560	1	1	0	0	2
OG0010561	2	0	0	0	2
OG0010562	2	0	0	0	2
OG0010563	1	0	0	1	2
OG0010564	2	0	0	0	2
OG0010565	2	0	0	0	2
OG0010566	2	0	0	0	2
OG0010567	2	0	0	0	2
OG0010568	2	0	0	0	2
OG0010569	2	0	0	0	2
OG0010570	1	1	0	0	2
OG0010571	2	0	0	0	2
OG0010572	1	1	0	0	2
OG0010573	1	1	0	0	2
OG0010574	2	0	0	0	2
OG0010575	1	1	0	0	2
OG0010576	2	0	0	0	2
OG0010577	2	0	0	0	2
OG0010578	2	0	0	0	2
OG0010579	1	1	0	0	2
OG0010580	2	0	0	0	2
OG0010581	2	0	0	0	2
OG0010582	1	1	0	0	2
OG0010583	2	0	0	0	2
OG0010584	2	0	0	0	2
OG0010585	2	0	0	0	2
OG0010586	1	1	0	0	2
OG0010587	2	0	0	0	2
OG0010588	2	0	0	0	2
OG0010589	2	0	0	0	2
OG0010590	1	1	0	0	2
OG0010591	1	1	0	0	2
OG0010592	2	0	0	0	2
OG0010593	2	0	0	0	2
OG0010594	2	0	0	0	2
OG0010595	2	0	0	0	2
OG0010596	2	0	0	0	2
OG0010597	2	0	0	0	2
OG0010598	1	1	0	0	2
OG0010599	2	0	0	0	2
OG0010600	2	0	0	0	2
OG0010601	2	0	0	0	2
OG0010602	2	0	0	0	2
OG0010603	1	1	0	0	2
OG0010604	2	0	0	0	2
OG0010605	2	0	0	0	2
OG0010606	1	1	0	0	2
OG0010607	1	1	0	0	2
OG0010608	1	1	0	0	2
OG0010609	1	1	0	0	2
OG0010610	1	1	0	0	2
OG0010611	1	1	0	0	2
OG0010612	2	0	0	0	2
OG0010613	2	0	0	0	2
OG0010614	1	1	0	0	2
OG0010615	2	0	0	0	2
OG0010616	2	0	0	0	2
OG0010617	2	0	0	0	2
OG0010618	1	0	0	1	2
OG0010619	2	0	0	0	2
OG0010620	2	0	0	0	2
OG0010621	2	0	0	0	2
OG0010622	1	1	0	0	2
OG0010623	1	1	0	0	2
OG0010624	2	0	0	0	2
OG0010625	2	0	0	0	2
OG0010626	1	1	0	0	2
OG0010627	1	1	0	0	2
OG0010628	1	1	0	0	2
OG0010629	1	0	0	1	2
OG0010630	1	1	0	0	2
OG0010631	2	0	0	0	2
OG0010632	2	0	0	0	2
OG0010633	2	0	0	0	2
OG0010634	2	0	0	0	2
OG0010635	2	0	0	0	2
OG0010636	2	0	0	0	2
OG0010637	2	0	0	0	2
OG0010638	1	1	0	0	2
OG0010639	1	1	0	0	2
OG0010640	2	0	0	0	2
OG0010641	2	0	0	0	2
OG0010642	1	1	0	0	2
OG0010643	2	0	0	0	2
OG0010644	2	0	0	0	2
OG0010645	1	1	0	0	2
OG0010646	2	0	0	0	2
OG0010647	1	1	0	0	2
OG0010648	2	0	0	0	2
OG0010649	2	0	0	0	2
OG0010650	1	1	0	0	2
OG0010651	2	0	0	0	2
OG0010652	2	0	0	0	2
OG0010653	2	0	0	0	2
OG0010654	1	1	0	0	2
OG0010655	2	0	0	0	2
OG0010656	1	1	0	0	2
OG0010657	2	0	0	0	2
OG0010658	1	1	0	0	2
OG0010659	1	1	0	0	2
OG0010660	1	1	0	0	2
OG0010661	2	0	0	0	2
OG0010662	1	1	0	0	2
OG0010663	1	1	0	0	2
OG0010664	2	0	0	0	2
OG0010665	2	0	0	0	2
OG0010666	1	1	0	0	2
OG0010667	1	1	0	0	2
OG0010668	1	1	0	0	2
OG0010669	1	1	0	0	2
OG0010670	2	0	0	0	2
OG0010671	2	0	0	0	2
OG0010672	2	0	0	0	2
OG0010673	1	1	0	0	2
OG0010674	1	1	0	0	2
OG0010675	2	0	0	0	2
OG0010676	1	1	0	0	2
OG0010677	2	0	0	0	2
OG0010678	2	0	0	0	2
OG0010679	2	0	0	0	2
OG0010680	2	0	0	0	2
OG0010681	2	0	0	0	2
OG0010682	2	0	0	0	2
OG0010683	1	1	0	0	2
OG0010684	2	0	0	0	2
OG0010685	2	0	0	0	2
OG0010686	2	0	0	0	2
OG0010687	1	0	0	1	2
OG0010688	2	0	0	0	2
OG0010689	2	0	0	0	2
OG0010690	2	0	0	0	2
OG0010691	2	0	0	0	2
OG0010692	2	0	0	0	2
OG0010693	1	1	0	0	2
OG0010694	1	1	0	0	2
OG0010695	2	0	0	0	2
OG0010696	1	1	0	0	2
OG0010697	2	0	0	0	2
OG0010698	2	0	0	0	2
OG0010699	2	0	0	0	2
OG0010700	2	0	0	0	2
OG0010701	2	0	0	0	2
OG0010702	1	1	0	0	2
OG0010703	1	1	0	0	2
OG0010704	1	1	0	0	2
OG0010705	2	0	0	0	2
OG0010706	2	0	0	0	2
OG0010707	1	1	0	0	2
OG0010708	2	0	0	0	2
OG0010709	1	1	0	0	2
OG0010710	1	1	0	0	2
OG0010711	1	1	0	0	2
OG0010712	2	0	0	0	2
OG0010713	2	0	0	0	2
OG0010714	2	0	0	0	2
OG0010715	1	1	0	0	2
OG0010716	1	1	0	0	2
OG0010717	2	0	0	0	2
OG0010718	1	1	0	0	2
OG0010719	2	0	0	0	2
OG0010720	1	1	0	0	2
OG0010721	1	1	0	0	2
OG0010722	1	1	0	0	2
OG0010723	2	0	0	0	2
OG0010724	1	1	0	0	2
OG0010725	2	0	0	0	2
OG0010726	2	0	0	0	2
OG0010727	2	0	0	0	2
OG0010728	1	1	0	0	2
OG0010729	2	0	0	0	2
OG0010730	1	1	0	0	2
OG0010731	2	0	0	0	2
OG0010732	2	0	0	0	2
OG0010733	1	1	0	0	2
OG0010734	1	1	0	0	2
OG0010735	2	0	0	0	2
OG0010736	2	0	0	0	2
OG0010737	2	0	0	0	2
OG0010738	1	1	0	0	2
OG0010739	1	1	0	0	2
OG0010740	2	0	0	0	2
OG0010741	2	0	0	0	2
OG0010742	2	0	0	0	2
OG0010743	2	0	0	0	2
OG0010744	1	1	0	0	2
OG0010745	1	1	0	0	2
OG0010746	1	1	0	0	2
OG0010747	2	0	0	0	2
OG0010748	2	0	0	0	2
OG0010749	2	0	0	0	2
OG0010750	1	1	0	0	2
OG0010751	2	0	0	0	2
OG0010752	2	0	0	0	2
OG0010753	2	0	0	0	2
OG0010754	1	1	0	0	2
OG0010755	1	1	0	0	2
OG0010756	1	1	0	0	2
OG0010757	2	0	0	0	2
OG0010758	2	0	0	0	2
OG0010759	1	1	0	0	2
OG0010760	2	0	0	0	2
OG0010761	2	0	0	0	2
OG0010762	2	0	0	0	2
OG0010763	2	0	0	0	2
OG0010764	1	1	0	0	2
OG0010765	1	1	0	0	2
OG0010766	2	0	0	0	2
OG0010767	1	1	0	0	2
OG0010768	2	0	0	0	2
OG0010769	2	0	0	0	2
OG0010770	1	1	0	0	2
OG0010771	1	1	0	0	2
OG0010772	1	1	0	0	2
OG0010773	2	0	0	0	2
OG0010774	1	1	0	0	2
OG0010775	1	1	0	0	2
OG0010776	2	0	0	0	2
OG0010777	1	1	0	0	2
OG0010778	2	0	0	0	2
OG0010779	1	1	0	0	2
OG0010780	2	0	0	0	2
OG0010781	1	1	0	0	2
OG0010782	2	0	0	0	2
OG0010783	2	0	0	0	2
OG0010784	1	1	0	0	2
OG0010785	2	0	0	0	2
OG0010786	1	1	0	0	2
OG0010787	2	0	0	0	2
OG0010788	2	0	0	0	2
OG0010789	2	0	0	0	2
OG0010790	2	0	0	0	2
OG0010791	2	0	0	0	2
OG0010792	1	1	0	0	2
OG0010793	1	1	0	0	2
OG0010794	2	0	0	0	2
OG0010795	2	0	0	0	2
OG0010796	1	1	0	0	2
OG0010797	2	0	0	0	2
OG0010798	2	0	0	0	2
OG0010799	1	1	0	0	2
OG0010800	2	0	0	0	2
OG0010801	1	1	0	0	2
OG0010802	2	0	0	0	2
OG0010803	1	1	0	0	2
OG0010804	1	1	0	0	2
OG0010805	2	0	0	0	2
OG0010806	2	0	0	0	2
OG0010807	2	0	0	0	2
OG0010808	1	1	0	0	2
OG0010809	1	1	0	0	2
OG0010810	2	0	0	0	2
OG0010811	1	1	0	0	2
OG0010812	2	0	0	0	2
OG0010813	2	0	0	0	2
OG0010814	1	1	0	0	2
OG0010815	2	0	0	0	2
OG0010816	2	0	0	0	2
OG0010817	2	0	0	0	2
OG0010818	2	0	0	0	2
OG0010819	1	1	0	0	2
OG0010820	2	0	0	0	2
OG0010821	2	0	0	0	2
OG0010822	2	0	0	0	2
OG0010823	2	0	0	0	2
OG0010824	1	0	0	1	2
OG0010825	2	0	0	0	2
OG0010826	1	1	0	0	2
OG0010827	1	0	0	1	2
OG0010828	2	0	0	0	2
OG0010829	1	0	1	0	2
OG0010830	1	1	0	0	2
OG0010831	2	0	0	0	2
OG0010832	2	0	0	0	2
OG0010833	2	0	0	0	2
OG0010834	1	1	0	0	2
OG0010835	2	0	0	0	2
OG0010836	2	0	0	0	2
OG0010837	1	1	0	0	2
OG0010838	1	1	0	0	2
OG0010839	1	1	0	0	2
OG0010840	2	0	0	0	2
OG0010841	2	0	0	0	2
OG0010842	2	0	0	0	2
OG0010843	2	0	0	0	2
OG0010844	1	0	0	1	2
OG0010845	2	0	0	0	2
OG0010846	2	0	0	0	2
OG0010847	1	1	0	0	2
OG0010848	1	1	0	0	2
OG0010849	2	0	0	0	2
OG0010850	1	1	0	0	2
OG0010851	1	1	0	0	2
OG0010852	1	1	0	0	2
OG0010853	2	0	0	0	2
OG0010854	1	1	0	0	2
OG0010855	2	0	0	0	2
OG0010856	2	0	0	0	2
OG0010857	2	0	0	0	2
OG0010858	1	1	0	0	2
OG0010859	2	0	0	0	2
OG0010860	2	0	0	0	2
OG0010861	2	0	0	0	2
OG0010862	1	1	0	0	2
OG0010863	2	0	0	0	2
OG0010864	2	0	0	0	2
OG0010865	2	0	0	0	2
OG0010866	2	0	0	0	2
OG0010867	1	1	0	0	2
OG0010868	1	1	0	0	2
OG0010869	1	1	0	0	2
OG0010870	1	1	0	0	2
OG0010871	2	0	0	0	2
OG0010872	1	1	0	0	2
OG0010873	1	1	0	0	2
OG0010874	2	0	0	0	2
OG0010875	1	1	0	0	2
OG0010876	2	0	0	0	2
OG0010877	1	1	0	0	2
OG0010878	1	1	0	0	2
OG0010879	2	0	0	0	2
OG0010880	2	0	0	0	2
OG0010881	2	0	0	0	2
OG0010882	2	0	0	0	2
OG0010883	2	0	0	0	2
OG0010884	2	0	0	0	2
OG0010885	2	0	0	0	2
OG0010886	2	0	0	0	2
OG0010887	1	1	0	0	2
OG0010888	1	1	0	0	2
OG0010889	1	1	0	0	2
OG0010890	1	1	0	0	2
OG0010891	1	1	0	0	2
OG0010892	1	1	0	0	2
OG0010893	2	0	0	0	2
OG0010894	2	0	0	0	2
OG0010895	2	0	0	0	2
OG0010896	2	0	0	0	2
OG0010897	2	0	0	0	2
OG0010898	2	0	0	0	2
OG0010899	1	1	0	0	2
OG0010900	2	0	0	0	2
OG0010901	2	0	0	0	2
OG0010902	2	0	0	0	2
OG0010903	1	1	0	0	2
OG0010904	1	1	0	0	2
OG0010905	2	0	0	0	2
OG0010906	2	0	0	0	2
OG0010907	2	0	0	0	2
OG0010908	2	0	0	0	2
OG0010909	1	1	0	0	2
OG0010910	2	0	0	0	2
OG0010911	2	0	0	0	2
OG0010912	1	1	0	0	2
OG0010913	2	0	0	0	2
OG0010914	1	1	0	0	2
OG0010915	2	0	0	0	2
OG0010916	1	1	0	0	2
OG0010917	1	1	0	0	2
OG0010918	2	0	0	0	2
OG0010919	1	1	0	0	2
OG0010920	2	0	0	0	2
OG0010921	1	1	0	0	2
OG0010922	1	1	0	0	2
OG0010923	2	0	0	0	2
OG0010924	2	0	0	0	2
OG0010925	2	0	0	0	2
OG0010926	2	0	0	0	2
OG0010927	2	0	0	0	2
OG0010928	2	0	0	0	2
OG0010929	1	1	0	0	2
OG0010930	2	0	0	0	2
OG0010931	1	1	0	0	2
OG0010932	1	1	0	0	2
OG0010933	1	1	0	0	2
OG0010934	1	1	0	0	2
OG0010935	1	1	0	0	2
OG0010936	2	0	0	0	2
OG0010937	2	0	0	0	2
OG0010938	1	1	0	0	2
OG0010939	1	1	0	0	2
OG0010940	1	1	0	0	2
OG0010941	1	1	0	0	2
OG0010942	2	0	0	0	2
OG0010943	1	1	0	0	2
OG0010944	2	0	0	0	2
OG0010945	1	1	0	0	2
OG0010946	2	0	0	0	2
OG0010947	2	0	0	0	2
OG0010948	2	0	0	0	2
OG0010949	2	0	0	0	2
OG0010950	2	0	0	0	2
OG0010951	2	0	0	0	2
OG0010952	1	1	0	0	2
OG0010953	2	0	0	0	2
OG0010954	2	0	0	0	2
OG0010955	2	0	0	0	2
OG0010956	2	0	0	0	2
OG0010957	2	0	0	0	2
OG0010958	2	0	0	0	2
OG0010959	2	0	0	0	2
OG0010960	2	0	0	0	2
OG0010961	1	1	0	0	2
OG0010962	2	0	0	0	2
OG0010963	2	0	0	0	2
OG0010964	2	0	0	0	2
OG0010965	2	0	0	0	2
OG0010966	1	1	0	0	2
OG0010967	1	0	0	1	2
OG0010968	2	0	0	0	2
OG0010969	1	1	0	0	2
OG0010970	2	0	0	0	2
OG0010971	2	0	0	0	2
OG0010972	2	0	0	0	2
OG0010973	2	0	0	0	2
OG0010974	1	1	0	0	2
OG0010975	2	0	0	0	2
OG0010976	2	0	0	0	2
OG0010977	2	0	0	0	2
OG0010978	1	0	0	1	2
OG0010979	2	0	0	0	2
OG0010980	1	1	0	0	2
OG0010981	2	0	0	0	2
OG0010982	1	1	0	0	2
OG0010983	1	1	0	0	2
OG0010984	2	0	0	0	2
OG0010985	2	0	0	0	2
OG0010986	2	0	0	0	2
OG0010987	1	1	0	0	2
OG0010988	2	0	0	0	2
OG0010989	2	0	0	0	2
OG0010990	1	1	0	0	2
OG0010991	2	0	0	0	2
OG0010992	2	0	0	0	2
OG0010993	1	1	0	0	2
OG0010994	2	0	0	0	2
OG0010995	1	1	0	0	2
OG0010996	2	0	0	0	2
OG0010997	2	0	0	0	2
OG0010998	1	1	0	0	2
OG0010999	2	0	0	0	2
OG0011000	2	0	0	0	2
OG0011001	2	0	0	0	2
OG0011002	2	0	0	0	2
OG0011003	2	0	0	0	2
OG0011004	2	0	0	0	2
OG0011005	2	0	0	0	2
OG0011006	1	0	0	1	2
OG0011007	2	0	0	0	2
OG0011008	2	0	0	0	2
OG0011009	2	0	0	0	2
OG0011010	1	1	0	0	2
OG0011011	2	0	0	0	2
OG0011012	2	0	0	0	2
OG0011013	2	0	0	0	2
OG0011014	2	0	0	0	2
OG0011015	1	1	0	0	2
OG0011016	1	1	0	0	2
OG0011017	2	0	0	0	2
OG0011018	2	0	0	0	2
